Username,Name,Label,Investor Score,Can DM,Reason,Followers,Following,URL
wmurrey,Billy King,UNCERTAIN,10,True,"No bio provided, making authenticity and investor signals unclear; follower/following ratio suggests possible bot-like behavior, but insufficient data for definitive classification.",767,1283,https://x.com/wmurrey
MikeSoRelle,Mike SoRelle🇺🇸,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name appear human, but lack of details limits investor signal detection; high tweet count could indicate bot activity or active user, but insufficient data for clear classification.",712,663,https://x.com/MikeSoRelle
alexpatricio204,Alex Patricio,UNCERTAIN,10,True,"Bio is extremely minimal ('Patience') with no personal details or investor keywords; high tweet count (11571) suggests possible bot activity, but username and name appear human-like, making authenticity unclear.",675,422,https://x.com/alexpatricio204
frontier_foid,qt cache🪷,UNCERTAIN,10,True,"Bio is vague and cryptic ('just a foid at the frontier'), lacking personal details or clear professional signals. No investor-related keywords or specific interests. Stats suggest moderate activity, but authenticity is unclear due to ambiguous language.",625,121,https://x.com/frontier_foid
kjbilly1,Kjbilly,UNCERTAIN,10,True,"Bio is minimal and vague ('Semi-lingual'), lacks personal details or investor keywords, but username and stats suggest possible human activity; insufficient data to confirm authenticity or investor intent.",597,530,https://x.com/kjbilly1
AlanStrawn1,Alan Strawn,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; high tweet count (16792) with moderate followers (555) could indicate bot-like activity or a highly active human, but lack of personal details or investor keywords limits investor signal.",555,169,https://x.com/AlanStrawn1
poloknt,PoloX,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; high tweet count (6811) with moderate followers (542) could indicate bot-like activity or a casual user, but no clear investor signals or personal details to confirm human status or investment interest.",542,107,https://x.com/poloknt
LightSnow149572,Light Snow,UNCERTAIN,10,True,"Bio contains spiritual and abstract phrases like 'LOVE =Light/Truth', 'Defrag your life', 'The Bleed is underway', and 'Dropping seeds for Lives and Mother Earth', which are not typical for bots but lack personal or professional details. No investor-related keywords or signals found, and the username is alphanumeric, but the content suggests a human with non-investment focus.",533,266,https://x.com/LightSnow149572
notkellyl,NotKellyL,UNCERTAIN,10,True,"Bio is vague and generic ('live forever, live now🧬'), lacking personal details or specific interests. No clear investor keywords or professional signals. Follower count is moderate but not indicative of bot behavior. Insufficient data to confirm authenticity or investor intent.",450,84,https://x.com/notkellyl
StriblingClay,Clay,UNCERTAIN,10,True,"Bio contains a Latin phrase 'Gradatim Ferociter' (step by step, ferociously) which is unique but lacks personal details or investor keywords. High tweet count (12303) with moderate followers/following ratio suggests possible human activity, but no clear investor/alpha signals detected.",424,855,https://x.com/StriblingClay
enne7499,Enne,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username appears alphanumeric but not overtly bot-like; follower/following ratio suggests potential bot activity; no investor keywords or signals detected.",402,1057,https://x.com/enne7499
Ebastos,Eri Bastos,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; stats suggest active user but lack of keywords or personal details limits investor signal.",386,300,https://x.com/Ebastos
fatedk123,우연,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username appears alphanumeric but not overtly bot-like; follower/following ratio and high tweet count could indicate bot activity or active human; no investor/alpha signals detected in available data.",387,165,https://x.com/fatedk123
utahtemp,KennethK,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name appear human-like but lack personal details; follower/following ratio and tweet count suggest active user, but no investor/alpha signals detected in available data.",374,309,https://x.com/utahtemp
DiazGene7,G Diaz,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username is alphanumeric but not strongly bot-like; stats show moderate activity but no clear investor/alpha signals; insufficient data to confirm human or bot status.",372,582,https://x.com/DiazGene7
DrewBruske,Drew Bruskewitz,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; stats show high following-to-follower ratio and many tweets, which could indicate bot-like activity or a casual user; no investor/alpha signals detected in available data.",331,823,https://x.com/DrewBruske
Bobob623,Bob623,UNCERTAIN,10,True,"Bio is minimal and generic ('Hi, I'm Bob.'), lacking personal details or specific interests. Username and name are alphanumeric, which can be bot-like, but stats show moderate activity (8871 tweets). No clear investor/alpha keywords or signals, making authenticity and investor potential uncertain.",329,129,https://x.com/Bobob623
agglelabs,Daniel Pike,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; follower/following ratio suggests possible bot-like behavior, but name appears human; no investor keywords or signals detected.",294,398,https://x.com/agglelabs
pizzapizzabike,Pizza,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name are quirky but not clearly bot-like, but lack of personal details or investor keywords limits investor signal.",293,280,https://x.com/pizzapizzabike
erfinreyfan,The Rocket Man,UNCERTAIN,10,True,"Bio indicates 'Private Account for Investigation Purpose Only', which is vague and could be human or bot; lacks clear personal details or investor keywords, but not overtly bot-like with generic quotes or alphanumeric username.",290,1135,https://x.com/erfinreyfan
HrishikeshKokan,Hrishikesh Kokane,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; high tweet count (15282) with low follower ratio (280 followers, 731 following) could indicate bot-like activity or spam, but lack of personal details prevents definitive classification; no investor/alpha signals detected in available data.",280,731,https://x.com/HrishikeshKokan
Maxosiobull,Max,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; high tweet count (10669) with moderate followers (280) could indicate bot-like activity or a casual user, but no clear investor signals or personal details to confirm human status or investment interest.",280,203,https://x.com/Maxosiobull
arayyye,Raye,UNCERTAIN,10,True,"Bio is generic and vague ('sharing thoughts that matters'), lacks personal details or specific interests. No keywords indicating investor or professional background. High tweet count (6782) with moderate followers/following ratio could suggest bot-like activity, but not definitive.",270,464,https://x.com/arayyye
Csbridge85,Chad Bridges,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name appear human-like, but lack of details prevents confirmation of investor signals or personal interests.",239,398,https://x.com/Csbridge85
StefanPizzaaa,Stefan Pizza,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; high tweet count (8159) with moderate followers (218) could indicate bot-like activity or a casual user, but lack of personal details prevents clear classification; no investor/alpha signals detected in available data.",218,134,https://x.com/StefanPizzaaa
_brew23,brew23,UNCERTAIN,10,True,"Bio is vague and slightly defensive ('I am not your AI guru'), lacking personal details or investor keywords. Username and name are alphanumeric/generic, but stats show moderate activity. No clear signals of authenticity or investor intent.",185,214,https://x.com/_brew23
Nellutzzu,Nellu,UNCERTAIN,10,True,"Bio is vague with casual language and emoji, lacks personal or professional details; includes #Crypto but no clear investor keywords; high tweet count (5166) with low followers suggests possible bot-like activity, but not definitive.",178,895,https://x.com/Nellutzzu
Gokhanlingua,Gokhan,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult. High following-to-follower ratio (1441 following vs 179 followers) and high tweet count (5126) could indicate bot-like activity, but lack of content prevents definitive classification. No investor signals detected in available data.",179,1441,https://x.com/Gokhanlingua
AnaStanisic1,Ana,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username appears human-like but lacks personal details; follower/following ratio suggests possible bot-like activity; no investor/alpha signals detected in available data.",176,398,https://x.com/AnaStanisic1
EgoStraining,Ego Straining,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; high tweet count (6336) with low follower ratio could indicate bot-like activity, but insufficient data to confirm; no investor keywords or signals present.",167,149,https://x.com/EgoStraining
Melanielxcq,Melanie,UNCERTAIN,10,True,"Bio is generic with phrases like 'Life long learner' and 'Joy prospecting' that could be human but lack personal details or investor signals; no keywords related to investing, tech, or entrepreneurship; low follower count and high following ratio may indicate bot-like behavior, but insufficient evidence for definitive classification.",158,495,https://x.com/Melanielxcq
joeadams,Joe,UNCERTAIN,10,True,"Bio is minimal with only flag emojis, lacking personal details or professional keywords; low follower count and tweet activity suggest limited online presence, but not clearly bot-like.",141,156,https://x.com/joeadams
DavidSimon8562,David Simon,UNCERTAIN,10,True,"Bio is minimal ('clergy') with no investor-related keywords, but username includes numbers and high tweet count (11559) suggests possible bot-like activity; authenticity unclear due to lack of personal details.",140,130,https://x.com/DavidSimon8562
oneluv111nigel,Nigel Gibson,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; high tweet count (9613) with low followers (139) could indicate bot-like activity, but username and name appear human; insufficient investor signals due to lack of bio details.",139,198,https://x.com/oneluv111nigel
TylerDurdenThe,Tyler Durden,UNCERTAIN,10,True,"Bio is vague and generic ('I Tweet Stuff... 👽'), lacking personal details or professional keywords. Username and name reference a fictional character, which could indicate a bot or parody account, but not definitive. No clear investor/alpha signals; low follower count and high tweet volume may suggest bot-like activity, but insufficient evidence for a firm classification.",133,419,https://x.com/TylerDurdenThe
CellKal,kalv cell,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name appear human-like but lack personal details; high tweet count (4147) with low followers (130) and high following (672) could indicate bot-like behavior or inactive account; no investor/alpha signals detected in available data.",130,672,https://x.com/CellKal
_j_a_y_s_o_n,j 🇦🇺,UNCERTAIN,10,True,"Profile lacks bio and personal details, making authenticity hard to verify; username is alphanumeric but not clearly bot-like; no investor keywords or signals present; low follower count and high tweet volume could indicate bot activity, but insufficient data for definitive classification.",130,77,https://x.com/_j_a_y_s_o_n
Hemingwaypaws,Hemingwaypaws,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult. High following-to-follower ratio (929 following vs. 119 followers) and high tweet count (5035) could indicate bot-like activity, but lack of bio prevents definitive classification. No investor/alpha signals detected due to missing bio.",119,929,https://x.com/Hemingwaypaws
PaulyVassallo,Pauly Vassallo,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; low follower count and high following ratio may indicate bot-like behavior, but insufficient data to confirm; no investor keywords or signals present.",115,318,https://x.com/PaulyVassallo
abe_thompson,Abe Thompson,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; low follower count and high following ratio may indicate bot-like behavior, but lack of generic content prevents definitive classification; no investor signals detected in available data.",114,359,https://x.com/abe_thompson
estrada0521,Estrada,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username is alphanumeric but not strongly bot-like; low follower count and high following ratio could indicate bot behavior or casual user; no investor/alpha signals detected in available data.",104,701,https://x.com/estrada0521
BIG_OLLI,O.,UNCERTAIN,10,True,"Limited data: no bio provided, generic name 'O.', and stats show high following-to-follower ratio (329:98) with many tweets, which could indicate bot-like activity but insufficient for definitive classification; no investor signals detected.",98,329,https://x.com/BIG_OLLI
aodhanmin,aomin,UNCERTAIN,10,True,"Bio is empty, making authenticity hard to assess; username and name appear human-like but lack personal details; no investor keywords or signals in provided data; low follower count and high following ratio may indicate bot-like behavior, but insufficient evidence for definitive classification.",102,357,https://x.com/aodhanmin
nikotechnextgen,Nikolay,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; low follower count and generic username suggest possible bot or low-engagement user, but lack of clear bot signals leaves uncertainty.",98,154,https://x.com/nikotechnextgen
JuanchoL314,Juancho Lardizabal,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username appears personal but lacks details; low follower count and high following ratio may indicate bot-like behavior or inactive account; no investor signals detected in available data.",96,481,https://x.com/JuanchoL314
Mr_Boring2,Mr Boring,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name suggest possible human but lack of details; low follower count and high following ratio may indicate bot-like behavior; no investor keywords or signals detected.",86,939,https://x.com/Mr_Boring2
The_J_Reg,The J Reg,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name suggest possible human but lack personal details; low follower count and high tweet volume could indicate bot-like activity or casual user; no investor/alpha signals detected in available data.",81,41,https://x.com/The_J_Reg
Phoenix0085,Andrea,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username appears human-like but lacks personal details; low follower count and high following ratio may indicate bot-like behavior; no investor keywords or signals detected.",79,615,https://x.com/Phoenix0085
DDuece777,DDuece777,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username is alphanumeric but not clearly bot-like; low follower count and high following ratio suggest possible bot or inactive account; no investor keywords or personal details to signal investment interest.",76,183,https://x.com/DDuece777
giorgigaavasha,giorgi gavashelashvili,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; low follower count and generic name suggest possible bot or inactive human, but lack of clear bot signals leaves uncertainty; no investor keywords or professional indicators found.",74,134,https://x.com/giorgigaavasha
SoulorSon7,SoulorSon7,UNCERTAIN,10,True,"Bio contains vague terms like 'Sovereign... Humanitarian' and 'Omniscient' which are unusual and could indicate bot-like or AI-generated content, but the username and name are identical alphanumeric, and there is no clear investor signal; low follower count and high following ratio suggest potential bot activity, but not definitive.",75,715,https://x.com/SoulorSon7
VuAnTuan,Tuan Vu,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; low follower count and high following ratio may indicate bot-like behavior, but lack of data prevents definitive classification; no investor signals detected in available information.",60,1040,https://x.com/VuAnTuan
1hotnativemom,Mel,UNCERTAIN,10,True,"Bio is vague and poetic ('chaos is in this world....') with no clear personal or professional details; low follower count and minimal activity suggest possible bot or inactive human, but insufficient evidence to confirm.",49,19,https://x.com/1hotnativemom
vivek_sing90934,Vivek Singh,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username appears human-like but lacks personal details; low followers and high following ratio could indicate bot-like behavior or inactive user; no investor/alpha signals detected in available data.",48,699,https://x.com/vivek_sing90934
whinhosa_exe,whinhosa,UNCERTAIN,10,True,"Bio is poetic and personal ('Welcome to my Mind, it’s chaotically peaceful here'), suggesting a human with unique expression, but lacks investor/alpha keywords. Low follower count and high tweet volume could indicate bot-like activity, but not definitive. No clear signals for investor suitability.",46,179,https://x.com/whinhosa_exe
Kenadgorallan,Kendagor_Allan,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult. Low follower count and high tweet volume (3252 tweets) could indicate bot-like activity, but not definitive. No investor signals detected in available data.",44,131,https://x.com/Kenadgorallan
Sandraxfsiz,Sandrax,UNCERTAIN,10,True,"Bio is minimal with 'MAGA🇺🇸', lacking personal details or professional keywords; username appears alphanumeric but could be a human with political focus; no clear investor/alpha signals, low follower count suggests limited influence.",43,42,https://x.com/Sandraxfsiz
dharmeshporwal,Dharmesh Porwal,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; low follower count and high following ratio suggest potential bot-like behavior, but lack of clear signals prevents definitive classification.",41,261,https://x.com/dharmeshporwal
JAV66666,Joe Vasapolli,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username contains alphanumeric pattern but name appears human; low follower count and limited activity suggest possible bot or inactive account; no investor keywords or signals detected.",42,29,https://x.com/JAV66666
warmchang2001,William Zhang 👨‍💻,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult. Username appears human-like with a name and emoji, but lack of details limits investor signal detection. Low follower count and high following ratio may indicate bot-like behavior or new user.",39,216,https://x.com/warmchang2001
Snake333333,Snake3,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username and name are generic with alphanumeric elements, but follower/following ratio and tweet count suggest some human-like activity; no investor keywords or signals present.",38,33,https://x.com/Snake333333
annazod,AnnaZ,UNCERTAIN,10,True,"Bio is minimal with only an emoji, lacking personal details or keywords; stats suggest low engagement but not clearly bot-like; insufficient data to confirm human authenticity or investor signals.",36,93,https://x.com/annazod
MotquinLouis,Louis Motquin,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; low follower count and high tweet volume could indicate bot-like activity, but username and name appear human; no investor signals detected in available data.",37,5,https://x.com/MotquinLouis
BirderBike,Lil,UNCERTAIN,10,True,"Bio is vague and generic ('out here to get to know more about life'), lacking specific personal or professional details. No investor-related keywords or signals found. Low follower count and high tweet volume could indicate bot-like activity, but not definitive. Insufficient evidence to confirm human authenticity or investor intent.",38,24,https://x.com/BirderBike
stephierome,Stephanie Rome,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; low follower count and generic stats suggest limited investor signals, but username and name appear human-like.",36,66,https://x.com/stephierome
jasminmiami,Me,UNCERTAIN,10,True,"Bio is vague ('beach times') with minimal personal details, but username suggests a human name and location (Miami). No investor keywords or professional signals found, and low follower count with high following ratio may indicate a casual user or potential bot-like behavior. Insufficient data for definitive classification.",33,134,https://x.com/jasminmiami
apfelschorle65,Apfelschorle,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult; username appears personal (apfelschorle65) but lacks investor signals; low follower count and high following ratio may indicate bot-like behavior or casual user.",31,232,https://x.com/apfelschorle65
jesselacy2020,Jesse Lacy,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult. Low follower count and high following ratio may indicate bot-like behavior, but username and name appear human. No investor keywords or signals detected in available data.",24,183,https://x.com/jesselacy2020
MiladyVeteran,Milady Veteran,UNCERTAIN,10,True,"No bio provided, making authenticity assessment difficult. Low follower count and generic username suggest possible bot or low-activity account, but lack of clear bot signals leaves uncertainty. No investor keywords or professional details detected.",18,50,https://x.com/MiladyVeteran
DogeCherball,🐕Ðoge✝️Cherball🚀,BOT,10,True,"Bio contains generic crypto/Doge references, Tesla referral link, and high tweet count (94646) with low follower ratio, suggesting automated or spam-like activity rather than authentic human investor.",1410,920,https://x.com/DogeCherball
TomHudson,Tom Hudson,BOT,10,True,"Bio contains a generic motivational quote without personal details or investor signals, high tweet count (35613) suggests automated activity, and lack of keywords like investor, founder, or tech indicates low relevance for professional engagement.",1402,93,https://x.com/TomHudson
VMPSpouse,Veronica Paulus,BOT,10,True,"Bio contains implausible claims (e.g., 'Elon Musk Wife') and generic high-profile keywords (e.g., 'SpaceX', 'XAI', 'Shareholder') without personal details, suggesting a bot or parody account; high tweet count (93741) relative to followers (1250) indicates automated activity.",1250,1156,https://x.com/VMPSpouse
MElon_Musk_____,블러핑🇰🇷🇺🇸,BOT,10,True,"Username is a clear imitation of Elon Musk with underscores, bio contains generic Korean phrases and unrelated medical stance, lacks investor keywords, and stats show high tweet count with low follower ratio, indicating bot-like behavior.",1087,1086,https://x.com/MElon_Musk_____
2WheelsOfFury,2WheelsOfFury,BOT,10,True,"Username and name are alphanumeric/generic, bio lacks personal details and is overly broad, high tweet count (45067) suggests automated activity, low investor signals despite mentions of stocks and crypto.",1042,844,https://x.com/2WheelsOfFury
OptimusUpRyan69,ck,BOT,10,True,"Bio contains generic elements like 'providing inspirational quotes' and 'stoic poet', lacks personal details, username is alphanumeric, and explicitly states 'no dms', indicating low authenticity and minimal investor signals.",750,1436,https://x.com/OptimusUpRyan69
occupymarsbuild,O C C U P Y M A R S,BOT,10,True,"Bio is promotional and generic with a focus on a specific token ($OCCUPY) and link, lacking personal details or diverse interests; username and name are thematic and repetitive, suggesting automated or spam-like behavior rather than authentic human engagement.",731,333,https://x.com/occupymarsbuild
i668_o_Oa,i668 ☕️,BOT,10,True,"Username is alphanumeric and generic, bio is vague and AI-generated-sounding with no personal details or specific interests, high tweet count (28313) relative to followers suggests automated activity, lacks investor/alpha keywords.",625,480,https://x.com/i668_o_Oa
Leon_aaa,Elon SpaceX,BOT,10,True,"Username is alphanumeric and generic, bio mimics Elon Musk with emojis but lacks personal details, low follower count and tweet volume suggest inauthentic or bot-like behavior.",594,211,https://x.com/Leon_aaa
__Be_n,Ben,BOT,10,True,"Bio contains generic 'Equity' phrase without personal details, username has underscores and alphanumeric pattern, low follower count relative to high tweet volume suggests automated activity.",313,266,https://x.com/__Be_n
run_ks7,Kordell Stillmunkes,BOT,10,True,"Bio contains a motivational quote ('We are what we repeatedly do. Excellence is not an act, but a habit') which is common in bot/zombie profiles, lacks personal details or investor keywords, and username includes alphanumeric characters (@run_ks7). No signals of authenticity or investor interest.",257,208,https://x.com/run_ks7
BizarCoin,BIZAR,BOT,10,True,"Profile appears bot-like due to alphanumeric username 'BizarCoin', generic crypto-focused bio with token promotion ('$BIZAR'), and inclusion of a contract address (CAycxDoko9NfYA2WoJvmoH4TKRDSipBXckFx3R5Epump), which is common in automated or promotional accounts. Lacks personal details or diverse interests indicative of a human.",255,356,https://x.com/BizarCoin
OneTradeOnePile,OnePosition,BOT,10,True,"Bio contains generic motivational phrases ('Step back to look at the big picture. Know the game you are playing.') typical of bots, lacks personal details or specific investor keywords, and username is alphanumeric/suspicious.",218,550,https://x.com/OneTradeOnePile
comentarymusk1v,commentary musk upate 🚀🛸 ✪,BOT,10,True,"Username and bio mimic Elon Musk with generic emojis and phrases like 'FOR SUPPORT AND UPDATES', lacking personal details or unique interests; high following-to-follower ratio suggests bot-like behavior.",210,1341,https://x.com/comentarymusk1v
ElonReeveMbw,Elon Reeve Musk Tesla,BOT,10,True,"Username and name mimic Elon Musk with slight variations (ElonReeveMbw, Elon Reeve Musk Tesla), bio includes generic tech keywords (Tesla, SpaceX, #FutureTech) and promotional link to Telegram, high tweet count (5219) with low followers (217) suggests bot-like activity, lacks personal details or authentic investor signals.",217,927,https://x.com/ElonReeveMbw
LiminalAGI,Liminal AGI,BOT,10,True,"Bio contains generic AI/tech hype phrases ('Superintelligence is almost here', 'Accelerate!'), high tweet count (12757) with low followers (134) suggests automated activity, and username/branding lacks personal details indicative of a human investor.",134,1143,https://x.com/LiminalAGI
Benevol35955551,Bizzle,BOT,10,True,"Username is alphanumeric (Benevol35955551), bio contains generic motivational phrases ('I don’t respond to negativity', 'do bad in order to do good'), lacks personal details or specific investor keywords, and high tweet count (4677) with low followers suggests bot-like activity.",125,624,https://x.com/Benevol35955551
PetrichorFound,ELON MUSK,BOT,10,True,"Bio contains generic 'Elon Musk Fan Account' and 'Daily Entrepreneurs Quotes', lacks personal details or unique interests, and has high following-to-follower ratio (1352 following vs 121 followers), indicating bot-like behavior.",121,1352,https://x.com/PetrichorFound
Omarboucher,Omar Borges,BOT,10,True,"Bio contains motivational quotes ('If you can imagine it, you can do it now!'), lacks personal details or specific investor keywords, and has an extremely high tweet count (54669) relative to followers (84), indicating bot-like activity.",84,670,https://x.com/Omarboucher
apataj2,king 👑 Johnson 🦁 Apata ⚡,BOT,10,True,"Bio contains repetitive, nonsensical phrases like 'Rock and Grok, Grok rocks' and 'Have you groked today?' which are generic and AI-generated-sounding, lacking personal details or specific interests. Username is alphanumeric (@apataj2), and there are no investor-related keywords or signals of authenticity.",76,180,https://x.com/apataj2
Parody1k0v,Parody,BOT,10,True,"Bio is generic and motivational ('Taking Humanity to the next level 🚀'), lacks personal details or specific interests, and username appears alphanumeric/suspicious, suggesting bot-like characteristics with no clear investor signals.",51,741,https://x.com/Parody1k0v
sintropia_acc,𝙎𝙄𝙉𝙏𝙍𝙊𝙋𝙄𝘼,BOT,10,True,"Bio contains a generic motivational quote (Elon Musk paraphrase) without personal details, username includes '_acc' suggesting automated or promotional account, low follower count relative to high following and tweet volume indicates potential bot-like activity, no investor or alpha signals present.",49,546,https://x.com/sintropia_acc
elonfacex,Ceo Elon musk,BOT,10,True,"Username and bio mimic Elon Musk with parody elements, high tweet count (15186) relative to low followers (43) suggests automated activity, lacks personal details or authentic investor signals.",43,101,https://x.com/elonfacex
EmperorTesla1,Emperor,BOT,10,True,"Bio is generic with a rocket emoji and link, username includes 'Tesla' but lacks personal details; high tweet count (2462) with low followers (29) suggests bot-like activity; no investor keywords or authentic human signals.",29,8,https://x.com/EmperorTesla1
pehperson,Premium Education Hub,BOT,10,True,Username and name suggest a generic entity (Premium Education Hub) rather than a personal human profile; bio is vague and promotional with AI/tech focus but lacks personal details or investor signals; low follower count and high following ratio indicate potential bot-like behavior.,28,156,https://x.com/pehperson
swartswarts,BannaP,BOT,10,True,"Bio contains generic motivational phrases ('I want to know more, now!', 'Accelerate more, please!') and lacks personal details; username is alphanumeric-like; low follower count and high following ratio suggest bot-like activity; minimal investor signals beyond vague tech/AI keywords.",28,331,https://x.com/swartswarts
ElonReeve58044,Reeve Elon,BOT,10,True,"Username is alphanumeric (ElonReeve58044), bio is generic and mimics Elon Musk's interests without personal details, low follower count (8) with high following (446) suggests bot-like behavior, no investor keywords or alpha signals present.",8,446,https://x.com/ElonReeve58044
prerana_borah,Prerana Borah,BOT,5,True,"Bio contains generic motivational quotes ('Nothing is impossible. Have faith in yourself, even mountains move.') typical of bots or zombie accounts, lacking personal details, location, or investor-related keywords; no signals of authenticity or investment interest.",1421,186,https://x.com/prerana_borah
sobieski902,Sven,BOT,5,True,"Bio contains generic motivational quote ('winners focus on winning, losers focus on winners'), lacks personal details or specific interests, and high tweet count (23638) with low follower ratio suggests automated activity.",1348,63,https://x.com/sobieski902
AdrianneMabby,Moon Light 🎑 🌙,BOT,5,True,"Bio contains unrealistic claims (e.g., 'Married with Elon Musk IA'), generic and fantastical elements (e.g., 'We are going to Mars'), lacks professional investor keywords, and has high tweet count relative to followers, suggesting bot-like or spam behavior.",1347,825,https://x.com/AdrianneMabby
aaronglz23,Aaron ♒,BOT,5,True,"Bio contains a generic, philosophical/motivational quote typical of bots, lacks personal details or investor keywords, and has an extremely high tweet count (18194) relative to followers (939), indicating automated activity.",939,28,https://x.com/aaronglz23
TweetMeister10,ba 🏴🤝🌎💹🧲,BOT,5,True,"Bio is generic and repetitive ('Practicing Practicing Life'), lacks personal details or specific interests, and includes vague emojis. Username is alphanumeric, and high tweet count (14452) with low follower ratio suggests automated activity, not authentic human engagement.",836,773,https://x.com/TweetMeister10
TKast385,King Ton,BOT,5,True,"Username is alphanumeric (@TKast385), bio is generic and vague ('Drive on mighty ship.'), and high tweet count (17045) with low follower ratio suggests automated activity; no investor or professional keywords present.",648,918,https://x.com/TKast385
SadAlbert10,Sad AlbertX,BOT,5,True,"Bio contains generic phrases like 'Followed and trusted by famous people' and 'follow for unexpected insider stuff', which are common in bot profiles. High tweet count (10703) with low follower ratio suggests automated activity. No investor-related keywords or personal details present.",585,456,https://x.com/SadAlbert10
Undisputedzimal,Zimal millz 💰💰💰,BOT,5,True,"Bio contains unusual characters and generic motivational phrasing, lacks personal details or professional keywords, and high tweet count with low followers suggests bot-like activity.",530,746,https://x.com/Undisputedzimal
lil_squirt3,(301) Jalan W,BOT,5,True,"Bio contains generic and nonsensical phrases like '1 minute past 3', lacks personal details or professional keywords, username is alphanumeric, and high tweet count (52704) with low follower ratio suggests automated activity.",534,503,https://x.com/lil_squirt3
JackieRKLB,Jackie,BOT,5,True,"Bio contains a generic motivational quote ('Sic itur ad astra, the final frontier') with no personal details or investor keywords. Extremely high tweet count (19242) relative to followers (410) suggests automated activity, and low following (19) indicates lack of genuine engagement.",410,19,https://x.com/JackieRKLB
davidwh34481980,wolfy_rockshore,BOT,5,True,"Username is alphanumeric (davidwh34481980), bio is generic with only an Instagram handle reference, lacks personal details or investor keywords, and stats show high tweet count relative to followers/following, suggesting automated activity.",301,260,https://x.com/davidwh34481980
Cr7gamer9,Matri𝕏,BOT,5,True,"Username is alphanumeric and generic ('Cr7gamer9'), bio is AI-themed and potentially bot-like ('AI Babes'), lacks personal details or investor keywords, and stats show high following-to-follower ratio, suggesting automated or low-quality account.",221,627,https://x.com/Cr7gamer9
DavidGuerrero_6,David Guerrero,BOT,5,True,"Bio contains generic motivational phrases ('In it to win it!!', 'Patience is 🔑') and lacks specific personal or professional details. High following-to-follower ratio (1219 following vs 180 followers) and extremely high tweet count (29420) suggest automated or spam-like activity, common in bots.",180,1219,https://x.com/DavidGuerrero_6
muskbro_kansas,MUSK BRO c/o kansas,BOT,5,True,"Username and name mimic Elon Musk with 'MUSK BRO c/o kansas', suggesting a fan or spam account. Bio contains only a link, lacking personal details or professional keywords. High tweet count (39447) with low followers (176) indicates bot-like activity, such as automated posting. No investor or alpha signals present.",176,291,https://x.com/muskbro_kansas
ALEEXITO93,ALEEXITO93,BOT,5,True,"Username and name are alphanumeric and generic, bio is minimal with only a Bitcoin symbol, and high tweet count (12224) with low followers (159) suggests automated activity, lacking personal details or investor signals.",159,695,https://x.com/ALEEXITO93
